,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,y
952,34,4,2,2,1336,0,0,22,1,217,6,-1,no
953,48,4,0,2,-625,1,0,29,8,125,2,-1,no
954,27,1,2,1,45,1,0,9,8,352,1,-1,no
955,40,2,1,2,865,0,0,21,9,170,2,-1,no
956,33,1,1,1,320,1,1,26,8,167,3,-1,no
957,27,0,2,2,1996,1,0,23,8,187,1,-1,no
958,54,9,0,1,83,1,0,6,8,190,3,-1,no
959,34,0,1,1,79,1,0,23,8,83,1,-1,no
960,33,0,1,1,-675,1,0,28,8,245,2,-1,no
961,32,9,2,1,129,1,0,7,8,213,1,-1,no
962,23,1,2,1,206,1,0,20,0,116,3,-1,no
963,51,1,1,0,1938,0,0,19,6,61,1,-1,no
964,38,0,0,1,3834,1,0,13,0,363,2,327,no
965,44,4,1,2,1451,1,0,5,3,80,7,80,no
966,30,4,2,2,596,0,0,4,6,125,2,-1,no
967,52,0,2,3,872,1,0,18,8,82,6,335,no
968,59,5,1,1,374,0,0,29,1,272,2,-1,no
969,26,6,1,2,174,1,0,3,3,222,3,-1,no
970,37,10,1,1,86,0,0,29,4,1424,1,-1,yes
971,46,4,1,2,618,1,0,13,8,54,3,-1,no
972,51,9,1,1,614,1,0,18,8,9,4,-1,no
973,42,4,1,2,356,0,0,19,1,129,4,-1,no
974,39,1,1,0,52,0,0,13,1,69,1,-1,no
975,29,4,1,2,-6,1,0,9,8,324,1,-1,no
976,30,7,2,2,21,0,0,5,10,4,1,-1,no
977,46,4,1,2,48,0,0,13,8,120,1,-1,no
978,45,0,1,1,1501,1,0,13,8,189,3,-1,no
979,34,1,1,1,1924,1,1,1,0,161,2,253,no
980,33,1,2,0,405,1,0,14,8,99,4,353,no
981,34,9,1,1,1,0,0,28,1,535,2,-1,no
982,45,1,1,0,19,1,0,29,8,33,2,-1,no
983,30,2,1,1,12737,0,1,19,9,589,2,-1,no
984,33,1,1,1,-241,1,1,27,8,169,1,-1,no
985,30,9,2,1,1692,1,1,28,8,141,2,-1,no
986,35,0,2,1,414,1,0,13,8,386,2,-1,no
987,40,6,1,0,422,1,0,14,8,187,3,-1,no
988,38,6,1,2,327,1,0,6,8,69,2,-1,no
989,59,5,0,2,3444,0,0,10,1,252,1,185,no
990,35,1,1,0,77,1,0,26,8,282,3,-1,no
991,38,1,2,0,-5,1,0,21,8,30,12,-1,no
992,35,0,2,1,663,1,0,2,0,359,3,-1,no
993,31,0,2,1,1340,0,0,15,8,185,1,-1,no
994,38,9,1,1,710,1,0,17,0,196,1,346,no
995,25,1,2,1,-375,1,0,14,5,61,2,-1,no
996,43,1,2,1,592,1,0,14,8,260,1,-1,no
997,32,9,2,1,801,1,0,17,0,637,1,-1,no
998,33,9,2,1,1769,1,0,18,9,273,1,182,no
999,56,5,1,2,5769,0,0,20,6,15,3,-1,no
1000,42,9,0,1,2861,0,0,22,1,30,5,-1,no
1001,49,2,1,2,4976,1,0,13,8,36,9,173,no
1002,49,7,1,1,1314,0,0,14,1,834,14,-1,no
1003,27,4,2,2,405,1,0,7,8,129,2,-1,no
1004,54,9,1,1,658,0,0,12,1,398,4,-1,no
1005,39,4,1,2,3913,0,0,18,1,150,4,-1,no
1006,58,5,1,1,13,0,0,7,1,92,4,-1,no
1007,60,5,0,2,2166,0,0,20,6,8,9,-1,no
1008,48,1,0,1,-314,1,0,18,8,7,5,-1,no
1009,35,4,2,2,797,1,0,8,8,81,1,-1,no
1010,55,1,1,0,2490,0,0,25,5,106,3,-1,no
1011,33,1,1,1,3259,1,0,20,8,182,1,-1,no
1012,33,4,1,2,812,0,0,22,2,396,1,-1,no
1013,32,0,1,1,0,1,1,1,5,122,1,-1,no
1014,30,4,1,2,739,0,0,17,7,163,2,-1,no
1015,33,4,1,2,1390,0,0,7,11,92,1,84,no
1016,52,0,2,1,2398,1,0,3,9,412,1,-1,no
1017,58,5,1,0,-257,1,1,8,1,163,2,-1,no
1018,26,1,2,1,856,1,1,30,5,95,5,-1,no
1019,51,1,1,0,201,1,0,17,5,582,2,-1,no
1020,46,4,1,2,587,0,0,2,3,186,1,-1,no
1021,36,4,2,2,3139,0,0,3,6,182,5,-1,no
1022,30,0,1,0,-171,1,0,28,8,125,2,-1,no
1023,30,9,2,2,699,1,0,11,1,213,4,-1,no
1024,36,9,0,1,54,1,0,27,1,1642,3,-1,yes
1025,38,0,1,1,47,1,1,31,5,50,11,-1,no
1026,28,7,2,1,899,0,0,11,1,61,1,-1,no
1027,30,0,2,1,265,1,0,25,8,681,1,181,no
1028,49,1,1,0,-157,1,0,7,5,491,3,-1,no
1029,45,1,1,3,5640,1,0,31,5,18,9,-1,no
1030,33,4,2,2,-75,1,1,31,5,22,8,-1,no
1031,29,4,1,2,205,0,0,4,6,787,1,-1,yes
1032,45,9,1,1,1415,1,0,17,9,483,1,116,no
1033,36,4,1,2,6172,1,1,18,9,126,2,-1,no
1034,46,1,1,1,310,1,0,24,5,58,2,-1,no
1035,19,8,2,3,108,0,0,9,7,273,2,182,no
1036,44,1,1,1,130,1,1,11,8,528,1,-1,no
1037,60,11,1,3,7337,0,0,4,1,122,1,-1,no
1038,58,5,1,1,188,0,0,14,1,141,2,-1,no
1039,57,10,1,2,42,0,0,5,8,46,1,-1,no
1040,32,0,1,1,205,0,0,18,5,197,3,-1,no
1041,51,4,1,2,176,1,1,1,6,8,1,687,no
1042,46,1,1,1,689,0,0,18,1,121,7,-1,no
1043,51,9,1,1,0,0,1,23,5,68,3,-1,no
1044,37,0,1,1,96,0,0,5,3,102,1,182,no
1045,45,0,1,1,476,0,0,6,1,356,1,364,yes
1046,49,1,1,0,154,1,0,18,1,26,15,-1,no
1047,50,0,2,1,692,1,0,30,8,136,8,-1,no
1048,47,7,0,2,1639,0,0,12,4,349,1,-1,no
1049,31,9,2,1,433,0,0,11,1,1504,2,-1,yes
1050,44,10,2,0,-4,0,1,30,5,788,2,-1,no
1051,41,1,1,0,951,1,0,20,0,23,4,-1,no
1052,53,7,2,1,1162,1,0,21,9,322,1,-1,no
1053,77,5,1,1,9601,0,0,27,7,515,1,-1,no
1054,41,3,0,1,43,1,0,17,0,198,1,-1,no
1055,32,10,0,0,0,0,0,15,5,175,4,-1,no
1056,45,0,0,1,-121,1,0,3,6,197,5,-1,no
1057,43,6,1,0,0,1,0,30,10,81,1,-1,no
1058,42,9,1,1,300,1,0,19,9,76,1,-1,no
1059,34,9,1,1,603,1,0,28,5,51,4,434,no
1060,38,0,1,1,689,1,0,25,5,270,1,-1,no
1061,38,1,2,0,1465,1,0,16,8,239,2,-1,no
1062,53,3,1,0,5098,1,0,6,6,155,3,-1,no
1063,41,9,0,1,258,0,0,13,1,104,6,-1,no
1064,44,1,2,1,0,0,0,20,0,133,1,-1,no
1065,30,9,2,2,1081,0,0,6,1,377,2,-1,no
1066,59,3,1,0,235,0,0,13,1,119,2,-1,no
1067,40,0,1,1,1614,0,0,24,5,338,1,-1,no
1068,52,1,0,1,0,0,1,15,5,231,2,-1,no
1069,38,1,1,1,924,1,0,21,8,108,2,-1,no
1070,42,10,2,1,139,1,0,5,3,148,2,-1,no
1071,60,5,1,0,7791,0,0,30,0,141,1,-1,no
1072,55,3,0,0,0,0,0,12,6,90,8,-1,no
1073,25,8,2,1,14657,1,0,12,8,194,3,-1,no
1074,43,4,1,1,2115,1,0,18,9,102,1,-1,no
1075,40,9,1,1,1498,0,1,21,1,139,4,-1,no
1076,60,4,1,2,3301,0,0,17,6,2621,3,-1,yes
1077,50,9,0,1,0,0,0,1,0,280,1,184,no
1078,45,10,0,1,728,1,1,18,9,107,1,-1,no
1079,38,4,1,2,0,0,1,31,5,122,2,-1,no
1080,58,4,1,2,0,0,0,20,6,22,4,-1,no
1081,45,4,2,1,5993,0,0,2,6,116,1,-1,no
1082,34,4,0,2,1173,0,1,18,5,93,1,-1,no
1083,59,4,1,0,2345,1,0,15,8,399,1,-1,no
1084,35,0,1,1,159,1,0,9,0,259,2,262,no
1085,32,1,1,0,1261,1,0,23,8,132,1,-1,no
1086,34,4,2,2,2455,0,0,8,1,244,6,-1,no
1087,21,8,2,1,210,0,0,4,3,123,2,174,no
1088,34,4,1,2,1778,0,0,4,9,358,1,162,no
1089,23,1,2,1,537,1,0,7,8,172,1,353,no
1090,27,0,1,0,395,1,0,20,0,122,2,-1,no
1091,66,5,1,1,3409,0,0,19,10,133,3,160,no
1092,33,4,2,2,935,0,0,9,3,385,2,92,no
1093,53,9,0,0,-834,1,1,8,5,130,1,-1,no
1094,47,0,1,1,0,0,0,3,6,110,2,-1,no
1095,51,1,1,0,21614,0,0,29,1,47,20,-1,no
1096,30,6,1,1,421,1,1,17,6,62,4,-1,no
1097,53,4,1,2,3754,0,0,22,0,307,1,278,no
1098,40,0,2,1,664,0,0,21,5,1342,2,-1,yes
1099,39,6,2,1,759,1,0,20,6,100,1,-1,no
1100,44,10,1,1,1590,1,0,12,6,349,1,-1,no
1101,35,1,2,3,871,1,0,6,6,216,3,-1,no
1102,69,3,1,0,1080,0,0,18,1,197,2,118,no
1103,59,5,1,3,1033,0,0,11,6,1199,1,-1,yes
1104,36,1,1,1,2894,1,0,17,5,747,1,-1,no
1105,33,9,1,1,0,1,0,9,3,176,2,262,no
1106,31,9,2,2,696,0,1,11,5,184,2,-1,no
1107,33,7,1,1,-232,1,0,8,8,208,1,-1,no
1108,34,4,2,2,0,0,0,21,1,183,2,-1,no
1109,25,1,2,1,286,1,0,18,8,663,2,-1,no
1110,55,5,1,1,2193,1,1,28,8,72,3,-1,no
1111,36,9,2,1,2151,1,0,13,8,134,1,370,no
1112,26,1,2,1,17891,1,0,3,6,239,1,-1,no
1113,46,7,1,1,1034,0,0,8,1,109,2,-1,no
1114,34,4,2,2,1058,1,0,28,8,864,2,-1,no
1115,26,4,0,2,-402,0,1,12,8,127,2,-1,no
1116,37,0,2,2,869,0,0,30,5,60,8,-1,no
1117,38,8,0,2,2946,0,0,16,6,605,3,-1,no
1118,47,9,1,1,52,0,0,20,1,881,4,-1,yes
1119,37,7,2,1,23,1,0,28,6,197,1,182,no
1120,60,1,1,0,136,1,0,8,8,43,2,-1,no
1121,25,0,2,1,302,0,0,8,5,122,1,-1,no
1122,34,9,1,2,4953,0,0,7,1,235,2,-1,no
1123,53,9,1,1,0,0,0,22,1,77,9,-1,no
1124,35,4,1,1,2311,1,0,5,8,659,1,167,no
1125,38,7,1,1,4582,1,0,16,0,193,1,314,no
1126,38,5,2,3,62,0,0,19,6,212,1,-1,no
1127,46,4,2,0,538,0,0,17,6,118,3,-1,no
1128,50,4,1,2,1859,0,0,11,1,85,5,-1,no
1129,34,2,2,1,318,1,0,6,10,88,1,169,no
1130,51,6,1,0,106,1,0,6,8,217,1,169,no
1131,47,9,1,1,2246,1,0,10,5,330,1,-1,no
1132,53,1,1,0,465,1,0,7,5,111,2,-1,no
1133,33,10,1,1,2,1,0,16,5,132,1,-1,no
1134,48,1,1,1,1730,1,0,10,1,158,1,102,no
1135,40,1,0,0,190,1,1,17,0,139,1,346,no
1136,50,2,0,2,315,0,0,8,4,249,1,119,no
1137,46,1,1,1,640,1,0,12,7,215,1,182,no
1138,31,4,1,2,792,0,0,20,1,763,14,-1,no
1139,30,1,1,1,1171,1,0,17,0,45,7,324,no
1140,42,1,0,0,419,1,1,14,8,96,4,-1,no
1141,35,8,2,1,188,1,0,5,8,863,1,78,yes
1142,44,3,1,2,460,0,0,17,6,491,1,-1,no
1143,28,4,1,2,3516,0,0,17,5,232,1,-1,no
1144,42,4,1,2,2772,1,0,2,0,244,1,-1,no
1145,36,4,1,2,441,1,1,17,9,160,2,-1,no
1146,33,4,2,2,76,1,0,7,8,256,3,-1,no
1147,24,1,1,1,94,1,0,12,8,166,2,-1,no
1148,25,8,2,1,8,0,0,22,0,107,2,-1,no
1149,32,9,2,2,705,1,0,20,0,20,4,-1,no
1150,34,10,1,1,156,1,0,5,8,136,5,-1,no
1151,44,4,1,2,1732,1,0,30,8,43,1,-1,no
1152,33,1,2,1,231,1,0,2,6,466,1,-1,no
1153,38,1,1,0,354,1,0,13,8,47,1,-1,no
1154,35,9,2,2,174,1,0,5,8,105,1,-1,no
1155,37,4,1,2,825,1,0,11,1,214,5,-1,no
1156,33,9,2,2,119,0,1,21,5,202,3,-1,no
1157,56,3,1,0,0,1,1,11,5,118,2,-1,no
1158,34,7,1,1,205,1,0,7,8,312,1,-1,no
1159,52,0,0,1,363,1,0,21,1,168,1,462,no
1160,53,9,1,1,1389,0,0,30,5,34,4,-1,no
1161,54,7,0,3,2177,0,0,20,8,134,5,-1,no
1162,35,0,2,1,182,1,0,3,6,117,1,-1,no
1163,34,7,1,1,2021,1,1,17,0,51,6,148,no
1164,41,0,2,1,84,1,0,6,6,238,3,-1,no
1165,48,9,1,2,0,0,0,19,1,58,2,-1,no
1166,55,4,1,2,12675,0,0,19,9,195,2,-1,no
1167,42,0,1,1,176,0,0,31,5,201,2,-1,no
1168,83,5,1,2,4761,0,0,9,6,294,2,93,no
1169,36,0,2,1,281,0,0,9,5,225,2,-1,no
1170,43,1,1,0,555,1,0,12,8,175,2,369,no
1171,25,1,2,1,150,1,0,5,6,492,2,-1,no
1172,30,1,1,0,179,1,0,29,8,764,2,-1,no
1173,41,2,1,2,340,1,0,16,5,206,2,-1,no
1174,57,2,1,3,657,0,0,12,6,344,1,-1,no
1175,37,9,1,2,127,1,0,13,3,71,1,-1,no
1176,35,1,2,1,2514,1,0,4,6,85,5,-1,no
1177,48,4,1,2,58,0,1,14,5,102,2,-1,no
1178,47,3,1,0,389,0,0,6,6,145,2,-1,no
1179,27,7,2,1,4923,1,0,19,8,57,7,-1,no
1180,33,1,1,1,1722,1,0,20,0,7,7,-1,no
1181,44,1,1,0,749,1,0,16,6,424,2,-1,no
1182,31,4,2,2,518,1,0,18,8,399,1,-1,no
1183,53,4,0,2,0,0,0,9,8,44,2,-1,no
1184,35,9,1,1,433,0,0,28,1,14,16,-1,no
1185,42,4,0,2,497,0,0,15,8,84,22,-1,no
1186,33,4,1,2,158,0,0,30,0,169,2,83,no
1187,26,1,1,1,1028,1,1,19,6,431,1,-1,no
1188,30,4,2,1,3259,1,0,23,5,495,1,-1,no
1189,51,7,1,0,314,1,1,8,8,713,3,-1,no
1190,59,4,1,0,0,1,0,7,8,123,3,-1,no
1191,45,0,2,1,206,1,0,5,8,193,1,-1,no
1192,54,9,1,1,324,1,0,13,8,51,1,-1,no
1193,36,7,1,1,878,1,0,20,0,108,1,-1,no
1194,19,8,2,0,1247,0,0,23,0,94,1,-1,no
1195,34,4,2,2,395,1,0,16,0,316,2,-1,no
1196,50,4,0,2,201,1,0,24,5,248,1,-1,no
1197,35,9,1,1,289,1,0,11,1,80,10,-1,no
1198,59,10,1,1,561,0,0,19,10,323,2,-1,no
1199,46,1,1,1,624,1,0,16,0,201,1,-1,no
1200,37,4,2,2,5340,1,0,19,9,101,2,104,no
1201,55,0,1,1,1633,0,0,11,4,210,1,192,no
1202,82,5,1,0,103,0,0,1,11,368,1,-1,no
1203,47,0,1,1,1387,1,0,14,10,158,1,826,no
1204,45,4,1,2,523,1,0,5,8,849,2,-1,no
1205,45,1,2,1,0,1,0,16,10,283,1,165,no
1206,45,4,1,2,655,0,0,20,6,693,3,-1,no
1207,38,4,0,2,904,1,0,8,8,475,1,-1,no
1208,26,1,2,1,277,0,0,14,8,514,2,-1,no
1209,56,3,0,0,864,0,0,17,5,46,6,-1,no
1210,44,7,1,1,-18,0,1,23,5,510,2,-1,no
1211,48,0,2,1,479,1,1,18,6,533,3,-1,no
1212,31,4,2,2,528,0,1,21,9,5,7,-1,no
1213,36,1,1,0,0,1,0,21,8,59,2,-1,no
1214,33,9,2,2,1190,1,0,17,0,50,2,252,no
1215,34,1,1,1,157,1,0,11,5,254,2,-1,no
1216,31,7,1,1,179,1,0,14,8,365,1,351,no
1217,38,9,1,1,318,0,0,4,3,383,1,181,no
1218,29,10,2,0,115,0,0,29,4,61,2,-1,no
1219,59,5,1,1,1980,0,0,11,1,185,2,-1,no
1220,28,1,1,1,-470,1,0,7,8,275,2,-1,no
1221,46,5,1,1,2396,0,0,8,8,307,1,-1,no
1222,52,4,1,1,4096,1,0,4,6,208,4,-1,no
1223,42,4,1,2,5,0,0,21,9,1067,2,-1,yes
1224,45,4,1,2,212,0,0,21,0,65,2,-1,no
1225,41,2,1,3,89,1,0,6,8,333,2,-1,no
1226,40,7,1,1,1291,0,1,12,6,138,1,-1,no
1227,32,9,1,1,2,1,1,8,5,143,1,-1,no
1228,60,1,1,3,2090,1,0,7,8,957,2,-1,yes
1229,36,10,1,1,1766,0,0,11,6,595,2,-1,no
1230,54,1,1,1,1288,1,0,14,8,170,1,-1,no
1231,36,9,1,1,195,1,0,8,8,380,2,-1,no
1232,35,7,1,1,39,0,0,7,8,143,1,-1,no
1233,33,9,2,1,0,1,1,9,3,47,2,12,no
1234,37,7,1,1,1627,1,0,12,6,602,2,-1,no
1235,46,1,1,1,0,1,0,29,8,328,2,-1,no
1236,38,9,2,1,1019,1,0,6,8,249,1,-1,no
1237,48,4,1,2,3842,0,0,1,10,168,1,122,no
1238,35,4,1,2,62,0,0,7,8,226,2,88,no
1239,32,9,2,1,-28,0,1,4,5,400,1,-1,no
1240,37,7,1,1,1543,1,0,12,8,451,4,85,no
1241,36,4,1,2,-92,0,1,18,9,196,3,-1,no
1242,33,4,1,2,901,0,0,11,1,76,2,-1,no
1243,27,7,2,1,-151,0,0,8,5,283,2,-1,no
1244,40,0,1,1,0,0,0,16,5,29,8,-1,no
1245,35,4,2,2,704,0,0,21,0,164,1,-1,no
1246,45,5,1,0,1152,0,0,18,6,234,2,-1,no
1247,45,4,2,2,4831,0,0,29,4,479,11,-1,no
1248,30,2,1,1,1539,1,1,27,8,166,9,-1,no
1249,59,5,1,1,2291,0,1,19,9,190,1,128,no
1250,38,1,1,1,961,1,0,16,8,346,1,-1,no
1251,44,1,1,0,279,1,0,17,0,85,1,339,no
1252,49,1,1,1,16,1,0,16,8,193,11,-1,no
1253,56,5,1,1,393,0,1,17,2,103,1,206,no
1254,38,4,0,2,4335,1,0,18,8,157,7,179,no
1255,29,7,2,1,102,0,0,12,5,154,1,182,no
1256,47,4,1,2,1122,0,0,24,2,956,1,-1,yes
1257,77,5,1,2,0,0,0,16,10,847,1,60,yes
1258,41,1,2,1,428,1,0,12,8,92,1,-1,no
1259,37,4,1,2,1125,1,0,3,6,301,1,-1,no
1260,33,7,1,1,930,0,1,24,5,149,2,-1,no
1261,63,5,1,0,3738,0,0,9,9,301,1,456,no
1262,32,7,2,3,2378,0,0,17,9,1132,2,-1,yes
1263,40,0,1,1,2621,0,1,9,5,607,4,-1,no
1264,53,1,1,0,1301,0,0,11,1,164,1,-1,no
1265,38,1,1,1,13849,1,0,9,0,286,4,321,no
1266,25,4,1,0,168,1,0,3,6,801,1,-1,no
1267,57,4,0,2,3287,0,0,30,7,277,2,337,no
1268,55,10,1,2,5345,0,0,6,8,278,1,-1,no
1269,43,9,1,1,576,0,0,2,3,229,1,-1,no
1270,45,1,1,1,1964,1,0,30,8,78,1,-1,no
1271,31,1,2,1,23,0,0,21,9,116,1,-1,no
1272,45,11,1,3,360,0,0,11,6,157,9,-1,no
1273,58,4,1,2,37,0,0,28,4,236,2,-1,no
1274,35,1,1,0,2281,1,0,18,8,126,2,362,no
1275,36,0,1,1,4785,0,1,6,6,250,1,-1,no
1276,29,9,2,2,865,0,0,17,8,248,3,243,no
1277,52,2,1,1,113,1,1,5,8,127,1,-1,no
1278,39,3,1,0,694,1,1,18,9,91,1,168,no
1279,74,5,0,2,3810,1,0,17,8,492,1,-1,no
1280,25,9,2,1,218,0,1,8,5,272,1,-1,no
1281,25,8,2,3,722,0,0,21,0,623,2,-1,yes
1282,30,9,0,1,2403,0,0,20,1,132,2,-1,no
1283,32,0,1,2,1,1,1,10,5,143,1,-1,no
1284,54,1,1,1,-135,1,0,14,8,152,3,370,no
1285,38,1,1,1,451,0,0,30,4,143,1,-1,no
1286,25,7,1,1,806,1,1,15,8,193,2,-1,no
1287,59,1,1,0,3302,0,0,15,0,85,2,-1,no
1288,45,1,1,1,79,1,0,25,5,98,1,-1,no
1289,49,1,1,1,26,1,0,6,8,276,2,-1,no
1290,42,1,1,1,160,1,1,26,6,190,1,-1,no
1291,41,9,1,1,90,0,0,9,6,171,2,-1,no
1292,29,7,1,1,13,0,0,10,5,90,1,-1,no
1293,29,9,2,1,247,1,0,8,8,134,1,-1,no
1294,36,1,2,1,2390,1,0,20,8,446,12,-1,no
1295,40,9,0,1,841,0,1,29,1,36,2,-1,no
1296,51,1,1,0,91,0,1,19,6,368,2,-1,no
1297,40,9,0,2,4736,1,0,11,3,285,2,-1,no
1298,50,9,0,3,2794,0,0,13,9,350,5,93,no
1299,58,1,0,0,2716,0,0,20,9,163,2,-1,no
1300,33,9,1,1,2666,0,0,19,1,117,3,-1,no
1301,54,4,1,2,2883,0,0,18,1,1126,5,-1,yes
1302,36,2,1,1,313,1,0,29,4,167,2,198,no
1303,35,1,1,1,911,1,0,20,9,434,2,181,no
1304,63,2,1,2,2707,0,0,16,9,57,4,-1,no
1305,44,4,1,2,1802,0,0,19,1,105,5,-1,no
1306,31,0,0,1,1210,0,0,16,5,350,1,-1,no
1307,42,4,1,0,5310,1,0,25,9,968,2,97,no
1308,43,0,2,1,1119,0,0,22,5,119,2,-1,no
1309,50,9,1,1,0,1,1,18,9,126,2,-1,no
1310,60,4,0,2,366,0,0,3,6,593,1,-1,no
1311,31,9,2,2,-241,1,0,18,8,333,2,355,no
1312,25,9,2,2,800,1,0,13,8,151,4,-1,no
1313,26,1,2,1,1006,1,0,14,8,667,1,-1,no
1314,60,5,2,2,568,0,0,17,6,81,1,-1,no
1315,53,1,0,0,235,0,0,30,5,241,2,-1,no
1316,44,9,1,1,106,1,0,16,5,164,6,-1,no
1317,57,1,0,0,-176,1,0,8,8,275,1,-1,no
1318,56,4,2,2,15311,0,0,29,0,157,6,-1,no
1319,34,9,2,2,82,0,0,19,1,292,4,-1,no
1320,40,4,0,2,99,0,0,11,1,275,2,-1,no
1321,36,2,0,2,299,1,0,18,9,583,2,-1,no
1322,37,1,2,1,111,1,0,5,3,60,2,272,no
1323,41,0,1,1,4539,0,0,30,8,298,3,-1,no
1324,33,7,2,1,3910,1,0,19,9,676,2,-1,no
1325,43,2,1,0,629,1,0,2,3,70,3,265,no
1326,60,5,1,1,819,1,0,19,8,110,2,-1,no
1327,41,0,1,1,351,1,0,5,8,518,1,-1,no
1328,30,4,2,2,112,1,1,12,8,451,2,349,no
1329,60,1,1,3,3538,0,0,11,6,261,1,-1,no
1330,51,1,1,0,610,1,1,30,8,436,3,-1,no
1331,33,1,1,0,-81,1,0,8,8,267,1,-1,no
1332,35,4,1,2,12256,1,0,19,9,308,4,-1,no
1333,39,1,1,0,34,1,0,27,8,114,1,-1,no
1334,52,9,1,1,386,0,0,20,0,438,1,-1,no
1335,36,4,2,2,1,1,0,13,8,131,1,-1,no
1336,48,4,1,2,288,0,0,18,1,585,3,-1,no
1337,33,9,1,2,2728,0,0,5,1,295,2,-1,no
1338,38,7,1,1,311,0,1,25,5,114,12,-1,no
1339,44,3,1,0,0,0,0,20,1,174,5,-1,no
1340,54,9,1,1,415,1,0,19,6,34,31,-1,no
1341,35,4,2,2,2988,1,0,25,8,179,1,-1,no
1342,51,9,1,2,5059,1,0,31,5,189,2,-1,no
1343,53,3,1,0,70,0,0,21,1,77,8,-1,no
1344,58,5,1,0,3,0,0,14,1,158,2,-1,no
1345,45,1,1,0,810,1,0,15,8,213,4,-1,no
1346,43,9,1,1,307,0,0,21,5,145,2,-1,no
1347,47,1,0,0,556,1,0,14,8,227,4,-1,no
1348,25,9,1,1,517,0,0,28,8,135,3,-1,no
1349,38,1,0,1,887,1,0,7,8,722,1,-1,no
1350,31,2,2,2,206,0,0,15,6,88,2,-1,no
1351,36,1,1,0,106,1,0,18,8,31,6,-1,no
1352,31,9,1,2,1410,1,0,21,8,42,1,-1,no
1353,29,0,2,1,210,0,1,8,5,140,1,-1,no
1354,37,0,1,0,3913,1,0,9,6,76,2,-1,no
1355,34,4,1,2,651,0,0,20,1,160,4,-1,no
1356,44,9,1,1,1901,0,0,6,1,165,2,-1,no
1357,46,7,0,1,15,0,0,19,9,314,3,-1,no
1358,43,4,1,2,544,1,0,27,6,154,6,-1,no
1359,35,4,1,2,2316,0,0,20,6,8,3,-1,no
1360,53,9,1,1,230,0,1,13,1,112,2,-1,no
1361,46,0,1,1,0,1,0,5,7,135,1,-1,no
1362,33,0,1,1,1499,1,0,21,8,144,2,-1,no
1363,58,3,1,2,6316,0,0,21,9,91,1,-1,no
1364,31,1,2,1,-9,1,1,11,6,115,16,-1,no
1365,43,4,1,2,839,0,0,22,5,942,1,-1,yes
1366,26,10,2,1,1064,0,0,31,8,113,1,-1,no
1367,34,1,0,1,1125,1,1,19,9,141,2,-1,no
1368,37,9,1,1,0,0,1,24,5,101,1,-1,no
1369,70,5,1,0,7781,0,0,3,5,222,1,-1,no
1370,32,1,1,0,131,1,0,21,8,212,2,-1,no
1371,32,1,1,1,931,1,0,3,6,409,1,-1,no
1372,87,5,1,0,230,0,0,30,10,144,1,-1,no
1373,75,5,1,1,3771,0,0,15,0,185,1,181,no
1374,41,10,1,0,-117,1,0,6,3,117,6,-1,no
1375,81,5,0,0,4321,0,0,11,1,163,3,-1,no
1376,36,7,1,1,0,1,0,18,9,1093,2,-1,yes
1377,33,4,2,2,1956,0,0,8,9,76,1,-1,no
1378,29,9,1,1,1599,1,0,8,8,36,1,-1,no
1379,38,4,1,2,1875,0,0,17,9,286,1,-1,no
1380,28,1,1,1,597,1,0,8,8,223,2,-1,no
1381,27,1,2,1,-208,1,0,21,8,127,2,-1,no
1382,33,1,2,3,129,1,1,30,0,482,1,161,no
1383,33,9,0,1,250,1,1,7,8,277,1,-1,no
1384,42,1,1,3,1323,1,0,19,8,19,1,-1,no
1385,46,1,1,1,78,1,1,7,8,145,1,-1,no
1386,38,1,1,1,67,0,0,28,4,74,1,239,no
1387,52,4,1,2,-11,1,0,11,8,94,4,-1,no
1388,31,4,1,2,153,1,0,14,5,118,3,-1,no
1389,46,1,1,0,1483,1,0,14,8,174,3,-1,no
1390,45,9,2,1,4367,1,0,27,3,71,1,-1,no
1391,31,6,1,1,731,0,1,8,5,188,1,-1,no
1392,59,0,1,1,-396,1,0,26,8,204,1,-1,no
1393,39,1,1,1,230,1,1,21,5,38,1,-1,no
1394,49,1,1,0,3028,1,0,12,8,216,2,259,no
1395,32,7,1,1,426,1,1,7,8,383,1,339,no
1396,37,0,2,2,1000,1,0,15,6,322,1,90,no
1397,33,9,0,1,10,1,1,18,9,167,5,-1,no
1398,24,8,2,2,1535,1,0,12,8,126,2,-1,no
1399,33,9,1,2,4401,0,0,12,1,96,2,104,no
1400,31,9,1,2,1197,1,0,24,6,351,3,-1,no
1401,59,9,1,1,358,0,0,1,5,183,2,-1,no
1402,33,10,2,2,685,1,0,2,3,105,1,96,no
1403,45,9,1,1,1118,1,0,22,5,27,1,-1,no
1404,86,5,0,0,0,0,0,26,1,189,1,-1,no
1405,31,0,2,2,541,0,0,5,3,100,1,-1,no
1406,55,1,1,1,2854,1,0,7,8,312,1,-1,no
1407,31,1,1,1,295,1,1,13,8,193,3,344,no
1408,64,4,1,0,0,1,0,16,3,65,1,-1,no
1409,52,0,1,1,2851,0,1,2,3,35,1,-1,no
1410,41,1,1,1,16,0,0,29,4,553,2,-1,no
1411,34,1,1,1,199,1,0,8,8,627,3,-1,no
1412,27,7,2,1,123,1,0,12,8,105,3,-1,no
1413,57,4,1,1,287,0,1,5,3,75,1,8,no
